237;4.093
248;4.095
259;4.094
270;4.086
281;4.084
292;4.077
303;4.084
314;4.073
325;4.086
336;4.075
347;4.073
358;4.075
369;4.075
381;4.068
392;4.062
403;4.064
414;4.066
425;4.060
436;4.060
447;4.060
458;4.062
469;4.051
480;4.054
491;4.053
502;4.051
513;4.054
524;4.046
535;4.055
546;4.044
557;4.051
568;4.042
579;4.050
590;4.044
601;4.046
612;4.040
623;4.042
634;4.038
645;4.033
656;4.038
667;4.038
678;4.038
689;4.033
700;4.035
711;4.031
722;4.033
733;4.031
744;4.031
755;4.024
766;4.024
777;4.024
788;4.024
799;4.024
810;4.024
821;4.024
832;4.029
843;4.020
854;4.022
865;4.016
876;4.013
887;4.016
898;4.013
909;4.012
920;4.013
931;4.022
942;4.011
953;4.013
964;4.009
975;4.007
986;4.011
997;4.007
1008;4.007
1019;4.006
1030;3.996
1041;4.007
1052;3.987
1063;4.009
1074;4.002
1085;4.002
1096;3.998
1107;3.996
1118;3.998
1129;3.998
1140;3.998
1151;3.996
1162;3.998
1173;3.994
1184;3.989
1195;3.991
1206;3.991
1217;3.989
1228;3.989
1239;3.989
1250;3.994
1261;3.996
1272;3.985
1283;3.985
1294;3.983
1306;3.980
1317;3.988
1328;3.976
1339;3.980
1350;3.984
1361;3.980
1372;3.974
1383;3.972
1394;3.976
1405;3.978
1416;3.978
1427;3.969
1438;3.972
1449;3.970
1460;3.975
1471;3.974
1482;3.967
1493;3.970
1504;3.969
1515;3.970
1526;3.972
1537;3.963
1548;3.966
1559;3.967
1570;3.945
1581;3.967
1592;3.963
1603;3.963
1614;3.963
1625;3.961
1636;3.958
1647;3.963
1658;3.958
1669;3.962
1680;3.954
1691;3.961
1702;3.958
1713;3.954
1724;3.963
1735;3.945
1746;3.950
1757;3.950
1768;3.954
1779;3.941
1790;3.943
1801;3.932
1812;3.934
1823;3.939
1834;3.934
1845;3.928
1856;3.925
1867;3.923
1878;3.925
1889;3.928
1900;3.932
1911;3.925
1922;3.931
1933;3.921
1944;3.921
1955;3.921
1966;3.904
1977;3.914
1988;3.918
1999;3.906
2010;3.923
2021;3.932
2032;3.922
2043;3.921
2054;3.925
2065;3.917
2076;3.918
2087;3.919
2098;3.919
2109;3.917
2120;3.910
2131;3.919
2142;3.897
2153;3.913
2164;3.914
2175;3.910
2186;3.914
2197;3.913
2208;3.906
2219;3.910
2231;3.906
2242;3.903
2253;3.910
2264;3.901
2275;3.903
2286;3.898
2297;3.906
2308;3.899
2319;3.899
2330;3.875
2341;3.901
2352;3.899
2363;3.897
2374;3.892
2385;3.875
2396;3.888
2407;3.888
2418;3.882
2429;3.888
2440;3.875
2451;3.875
2462;3.883
2473;3.878
2484;3.874
2495;3.853
2506;3.872
2517;3.879
2528;3.872
2539;3.879
2550;3.872
2561;3.882
2572;3.875
2583;3.875
2594;3.879
2605;3.883
2616;3.875
2627;3.883
2638;3.868
2649;3.878
2660;3.875
2671;3.872
2682;3.875
2693;3.872
2704;3.868
2715;3.870
2726;3.875
2737;3.868
2748;3.869
2759;3.870
2770;3.870
2781;3.864
2792;3.864
2803;3.864
2814;3.860
2825;3.866
2836;3.861
2847;3.864
2858;3.859
2869;3.864
2880;3.859
2891;3.853
2902;3.853
2913;3.846
2924;3.848
2935;3.846
2946;3.846
2957;3.848
2968;3.839
2979;3.839
2990;3.839
3001;3.835
3012;3.838
3023;3.837
3034;3.835
3045;3.839
3056;3.836
3067;3.838
3078;3.833
3089;3.831
3100;3.830
3111;3.837
3122;3.813
3133;3.830
3145;3.830
3156;3.822
3167;3.844
3178;3.838
3189;3.844
3200;3.835
3211;3.833
3222;3.835
3233;3.813
3244;3.831
3255;3.831
3266;3.831
3277;3.828
3288;3.831
3299;3.835
3310;3.826
3321;3.828
3332;3.847
3343;3.822
3354;3.822
3365;3.822
3376;3.825
3387;3.830
3398;3.826
3409;3.820
3420;3.817
3431;3.824
3442;3.826
3453;3.815
3464;3.817
3475;3.816
3486;3.817
3497;3.804
3508;3.804
3519;3.804
3530;3.804
3541;3.804
3552;3.803
3563;3.795
3574;3.798
3585;3.799
3596;3.800
3607;3.793
3618;3.791
3629;3.803
3640;3.791
3651;3.795
3662;3.791
3673;3.791
3684;3.793
3695;3.787
3706;3.795
3717;3.787
3728;3.781
3739;3.800
3750;3.802
3761;3.803
3772;3.795
3783;3.800
3794;3.800
3805;3.793
3816;3.798
3827;3.798
3838;3.804
3849;3.795
3860;3.785
3871;3.787
3882;3.791
3893;3.795
3904;3.784
3915;3.784
3926;3.780
3937;3.789
3948;3.787
3959;3.785
3970;3.778
3981;3.782
3992;3.778
4003;3.773
4014;3.778
4025;3.765
4036;3.767
4047;3.760
4059;3.760
4070;3.760
4081;3.769
4092;3.767
4103;3.762
4114;3.760
4125;3.756
4136;3.760
4147;3.756
4158;3.756
4169;3.759
4180;3.751
4191;3.758
4202;3.751
4213;3.751
4224;3.750
4235;3.755
4246;3.760
4257;3.760
4268;3.760
4279;3.760
4290;3.763
4301;3.758
4312;3.758
4323;3.756
4334;3.760
4345;3.751
4356;3.756
4367;3.758
4378;3.751
4389;3.754
4400;3.751
4411;3.743
4422;3.760
4433;3.751
4444;3.750
4455;3.727
4466;3.746
4477;3.747
4488;3.729
4499;3.747
4510;3.743
4521;3.734
4532;3.743
4543;3.734
4554;3.734
4565;3.729
4576;3.734
4587;3.727
4598;3.732
4609;3.734
4620;3.730
4631;3.728
4642;3.723
4653;3.723
4664;3.724
4675;3.723
4686;3.721
4697;3.725
4708;3.716
4719;3.721
4730;3.734
4741;3.727
4752;3.727
4763;3.729
4774;3.725
4785;3.728
4796;3.728
4807;3.723
4818;3.729
4829;3.725
4840;3.725
4851;3.728
4862;3.716
4873;3.721
4884;3.716
4895;3.725
