8;4.022
19;4.021
30;4.058
41;4.107
52;4.105
63;4.127
74;4.127
85;4.124
96;4.107
107;4.124
118;4.127
130;4.127
141;4.122
152;4.127
163;4.109
174;4.127
185;4.127
196;4.124
207;4.124
218;4.124
229;4.124
240;4.122
251;4.122
262;4.118
273;4.122
284;4.122
295;4.124
306;4.122
317;4.122
328;4.109
339;4.109
350;4.109
361;4.109
372;4.120
383;4.109
394;4.109
405;4.109
416;4.109
427;4.109
438;4.109
449;4.127
460;4.109
471;4.109
482;4.109
493;4.109
504;4.109
515;4.105
526;4.107
537;4.107
548;4.107
559;4.122
570;4.109
581;4.109
592;4.107
603;4.109
614;4.109
625;4.109
636;4.109
647;4.107
658;4.102
669;4.105
680;4.105
691;4.105
702;4.109
713;4.105
724;4.105
735;4.087
746;4.105
757;4.105
768;4.109
779;4.105
790;4.107
801;4.102
812;4.105
823;4.102
834;4.102
845;4.102
856;4.105
867;4.102
878;4.105
889;4.098
900;4.105
911;4.102
922;4.102
933;4.089
944;4.089
955;4.102
966;4.087
977;4.102
988;4.087
999;4.080
1010;4.087
1021;4.087
1032;4.096
1043;4.102
1054;4.087
1065;4.102
1076;4.087
1087;4.087
1098;4.087
1109;4.087
1120;4.069
1131;4.089
1142;4.091
1153;4.087
1164;4.087
1175;4.074
1186;4.074
1197;4.080
1208;4.085
1219;4.080
1230;4.087
1241;4.087
1252;4.087
1263;4.087
1274;4.087
1285;4.074
1296;4.085
1307;4.085
1318;4.085
1329;4.074
1340;4.074
1351;4.085
1362;4.080
1373;4.074
1384;4.072
1395;4.074
1406;4.074
1417;4.074
1428;4.074
1439;4.067
1450;4.074
1461;4.067
1472;4.074
1483;4.074
1494;4.058
1505;4.069
1516;4.069
1527;4.069
1538;4.058
1549;4.069
1560;4.067
1571;4.067
1582;4.072
1593;4.058
1604;4.067
1615;4.069
1626;4.069
1637;4.067
1648;4.069
1659;4.067
1670;4.067
1681;4.067
1692;4.067
1703;4.067
1714;4.067
1725;4.067
1736;4.061
1747;4.067
1758;4.069
1769;4.067
1780;4.067
1791;4.058
1802;4.067
1814;4.067
1825;4.067
1836;4.067
1847;4.067
1858;4.058
1869;4.058
1880;4.058
1891;4.067
1902;4.058
1913;4.067
1924;4.058
1935;4.058
1946;4.067
1957;4.067
1968;4.058
1979;4.067
1990;4.063
2001;4.058
2012;4.067
2023;4.058
2034;4.058
2045;4.058
2056;4.058
2067;4.067
2078;4.032
2089;4.058
2100;4.058
2111;4.058
2122;4.058
2133;4.058
2144;4.058
2155;4.058
2166;4.058
2177;4.058
2188;4.058
2199;4.058
2210;4.032
2221;4.058
2232;4.058
2243;4.058
2254;4.058
2265;4.058
2276;4.058
2287;4.058
2298;4.058
2309;4.028
2320;4.058
2331;4.058
2342;4.058
2353;4.058
2364;4.058
2375;4.058
2386;4.058
2397;4.058
2408;4.058
2419;4.058
2430;4.058
2441;4.058
2452;4.034
2463;4.034
2474;4.058
2485;4.058
2496;4.034
2507;4.032
2518;4.034
2529;4.034
2540;4.058
2551;4.034
2562;4.034
2573;4.032
2584;4.032
2595;4.032
2606;4.023
2617;4.032
2628;4.032
2639;4.032
2650;4.032
2661;4.034
2672;4.032
2683;4.034
2694;4.032
2705;4.017
2716;4.032
2727;4.032
2738;4.032
2749;4.017
2760;4.034
2771;4.032
2782;4.023
2793;4.032
2804;3.984
2815;4.032
2826;4.032
2837;4.032
2848;4.032
2859;4.032
2870;4.023
2881;4.023
2892;4.032
2903;4.032
2914;4.032
2925;4.032
2936;4.032
2947;4.023
2958;4.017
