259;4.01
270;4.01
281;4.00
292;3.98
303;3.98
314;3.97
325;3.97
336;3.96
347;3.96
358;3.96
369;3.95
380;3.95
391;3.95
402;3.93
413;3.95
424;3.94
435;3.94
446;3.94
457;3.94
468;3.94
479;3.93
490;3.92
501;3.92
512;3.91
523;3.92
534;3.91
545;3.91
556;3.91
567;3.91
578;3.89
589;3.91
600;3.90
611;3.90
622;3.90
633;3.90
644;3.90
655;3.89
666;3.89
677;3.89
688;3.88
699;3.88
710;3.88
721;3.88
732;3.87
743;3.87
754;3.87
766;3.87
777;3.86
788;3.86
799;3.86
810;3.86
821;3.86
832;3.86
843;3.85
854;3.85
865;3.85
876;3.85
887;3.84
898;3.85
909;3.85
920;3.82
931;3.84
942;3.84
953;3.84
964;3.83
975;3.83
986;3.84
997;3.83
1008;3.83
1019;3.84
1030;3.83
1041;3.83
1052;3.82
1063;3.82
1074;3.83
1085;3.82
1096;3.82
1107;3.82
1118;3.81
1129;3.82
1140;3.81
1151;3.81
1162;3.80
1173;3.80
1184;3.81
1195;3.81
1206;3.81
1217;3.80
1228;3.80
1239;3.81
1250;3.80
1261;3.80
1272;3.80
1283;3.80
1294;3.80
1305;3.80
1316;3.79
1327;3.80
1338;3.80
1349;3.78
1360;3.79
1371;3.79
1382;3.79
1393;3.78
1404;3.78
1415;3.79
1426;3.78
1437;3.79
1448;3.78
1459;3.78
1470;3.77
1481;3.77
1492;3.78
1503;3.78
1514;3.78
1525;3.78
1536;3.78
1547;3.77
1558;3.76
1569;3.76
1580;3.76
1591;3.75
1602;3.76
1613;3.76
1624;3.75
1635;3.76
1646;3.76
1658;3.76
1669;3.75
1680;3.76
1691;3.75
1702;3.75
1713;3.75
1724;3.74
1735;3.76
1746;3.74
1757;3.75
1768;3.74
1779;3.74
1790;3.73
1801;3.73
1812;3.73
1823;3.74
1834;3.73
1845;3.73
1856;3.74
1867;3.72
1878;3.73
1889;3.72
1900;3.72
1911;3.73
1922;3.72
1933;3.73
1944;3.71
1955;3.72
1966;3.72
1977;3.71
1988;3.73
1999;3.72
2010;3.71
2021;3.71
2032;3.71
2043;3.71
2054;3.71
2065;3.71
2076;3.70
2087;3.71
2098;3.70
2109;3.70
2120;3.71
2131;3.69
2142;3.70
2153;3.70
2164;3.69
2175;3.70
2186;3.69
2197;3.68
2208;3.70
2219;3.69
2230;3.69
2241;3.68
2252;3.69
2263;3.68
2274;3.68
2285;3.68
